Artist ID,Artist Name,Popularity
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,87
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,88
2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,81
4dpARuHxo51G3z768sgnrY,Adele,88
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,86
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,89
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,83
3HiuzBlSW7pGDXlSFMhO2g,Young Dolph,80
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,82
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,87
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,89
3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,79
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,87
1r4hJ1h58CWwUQe3MxPuau,Maluma,92
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,80
0TnOYISbd1XYRBk9myaseg,Pitbull,88
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,86
6roFdX1y5BYSbp60OTJWMd,Tim McGraw,80
5SyGEPymt1G2uto47tVWvZ,MadeinTYO,81
5gCRApTajqwbnHHPbr2Fpi,Juicy J,82
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,84
1ZwdS5xdxEREPySFridCfh,2Pac,84
0A0FS04o6zMoto8OKPsDwY,YG,82
2kCcBybjl3SAtIcwdWpUe3,Lil Peep,84
1UTPBmNbXNTittyMJrNkvw,Blake Shelton,80
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,88
1VPmR4DJC1PlOtd0IADAO0,$uicideBoy$,82
7yO4IdJjCEPz7YgZMe25iS,A$AP Mob,81
3q7HBObVc0L8jNeTe5Gofh,50 Cent,85
21mKp7DqtSNHhCAU2ugvUw,ODESZA,81
4AVFqumd2ogHFlRbKIjp1t,Alesso,87
4LLpKhyESsyAXpc4laK94U,Mac Miller,81
6AUl0ykLLpvTktob97x9hO,Tee Grizzley,79
0EmeFodog0BfCgMzAIvKQp,Shakira,90
4SsVbpTthjScTS7U2hmr1X,Arcangel,88
2ye2Wgw4gimLv2eAKyk1NB,Metallica,86
21dooacK2WGBB5amYvKyfM,Smokepurpp,81
31TPClRtHm23RisEBtV3X7,Justin Timberlake,86
16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,82
2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,80
2IvkS5MXK0vPGnwyJsrEyV,Eric Church,79
0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,86
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,90
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,86
5y2Xq6xcjJb2jVM54GHK3t,John Legend,85
67nwj3Y5sZQLl72VNUHEYE,Wale,81
738wLrAtLtCtFOLvQBXOXp,Major Lazer,89
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,84
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,86
3E6xrwgnVfYCrCs0ePERDz,Wisin,91
7oPftvlwr6VrsViSDV7fJY,Green Day,86
2qxJFvFYMEDqd7ui6kSAcq,Zedd,85
36QJpDe2go2KgaRleHCDTp,Led Zeppelin,84
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,89
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,83
6FBDaR13swtiWwGhX1WQsP,blink-182,83
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,91
4RSyJzf7ef6Iu2rnLdabNq,Willy William,89
6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,82
50JJSqHUf2RQ9xsHs0KMHg,Jon Bellion,80
3EXdLajEO02ziZ90P90bSW,Lil Xan,80
3Gm5F95VdRxW3mqCn8RPBJ,Aminé,80
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,86
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,80
2C6i0I5RiGzDKN9IAF8reh,Banda Sinaloense MS de Sergio Lizárraga,83
4yBK75WVCQXej1p04GWqxH,Jeezy,79
1vCWHaC5f2uS3yhpwWbIA6,Avicii,91
1dfeR4HaWDbWqFHLkxsg1d,Queen,87
711MCceyCBcFnzjGY4Q7Un,AC/DC,86
540vIaP2JwjQb9dm3aArA4,DJ Snake,87
3cR4rhS2hBWqI7rJEBacvN,Leslie Odom Jr.,79
718COspgdWOnwOFpJHRZHS,Luke Combs,78
4NHQUGzhtTLFvgF5SZesLK,Tove Lo,84
4YLtscXsxbVgi031ovDDdh,Chris Stapleton,78
5LHRHt1k9lMyONurDHEdrp,Tyga,83
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,84
5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,82
0xOeVMOz2fVg5BJY3N6akT,Jaden Smith,81
4IWBUUAFIplrNtaOHcJPRM,James Arthur,86
2ODbg2404zUzTi02qIPEjB,Tay-K,78
0u2FHSq3ln94y5Q57xazwf,Keith Urban,78
0C0XlULifJtAgn6ZNCW2eu,The Killers,85
6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,78
6y8XlgIV8BLlIg1tT1R10i,Old Dominion,78
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,89
74XFHRwlV6OrjEM0A2NCMF,Paramore,83
0SCbttzoZTnLFebDYmAWCm,Glee Cast,82
6yJCxee7QumYr820xdIsjo,Zac Brown Band,78
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,84
3ipn9JLAPI5GUEo4y4jcoi,Ludacris,81
4qBgvVog0wzW75IQ48mU7v,KYLE,79
0z4gvV4rjIZ9wHck67ucSV,Akon,83
4BYxqVkZyFjtik7crYLg5Q,Chris Young,77
5Berubt6ysOy2LCMyqhmXP,YFN Lucci,77
45eNHdiiabvmbp4erw26rg,Illenium,81
21E3waRsmPlU7jZsS13rcj,Ne-Yo,83
6Dd3NScHWwnW6obMFbl1BH,Daya,83
0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,85
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,83
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,85
3ApUX1o6oSz321MMECyIYd,Quinn XCII,78
3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,77
2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,80
4olE3I5QU0dvSR7LIpqTXc,watt,84
0WOxhx4hikIsyF3CRPLC8W,Famous Dex,78
5M0lbkGluOPXLeFjApw8r8,DRAM,79
7pFeBzX627ff0VnN6bxPR4,Desiigner,81
4MoAOfV4ROWofLG3a3hhBN,Jon Pardi,77
6MDME20pz9RveH9rEXvrOM,Clean Bandit,87
64aJYyrXljOodnUG6jvhRD,DJ Luian,88
2mxe0TnaNL039ysAj51xPQ,R. Kelly,81
0bdfiayQAKewqEvaU6rXCv,MØ,84
6KImCVD70vtIoJWnq6nGn3,Harry Styles,83
3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,83
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,82
3e7awlrlDSwF3iM0WBjGMp,Little Mix,87
60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,87
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,84
3dRfiJ2650SZu6GbydcHNb,John Williams,81
3Y7RZ31TRPVadSFVy1o8os,H.E.R.,78
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,81
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,85
7mDU6nMUJnOSY2Hkjz5oqM,Roy Woods,79
3tQx1LPXbsYjE9VwN1Peaa,Marc E. Bassy,78
5ndkK3dpZLKtBklKjxNQwT,B.o.B,80
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,86
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,80
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,78
6olE6TJLqED3rqDCT0FyPh,Nirvana,84
5vngPClqofybhPERIqQMYd,George Strait,76
0jnsk9HBra6NMjO2oANoPY,Flo Rida,84
5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan,78
7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,76
2R21vXR83lH98kGeO99Y66,Anuel Aa,85
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,80
0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,81
4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,82
26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,79
6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,77
15iVAtD3s3FsQR4w1v6M0P,Chief Keef,77
1dID9zgn0OV0Y8ud7Mh2tS,Dustin Lynch,76
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,83
3TOqt5oJwL9BE2NG9MEwDa,Disturbed,81
4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,85
10exVja0key0uqUkk6LJRT,Vance Joy,82
5XenQ7XfcvQdfIbpLEFaKQ,GoldLink,78
6UBA15slIuadJ8h2lPRPos,Tech N9ne,77
3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,82
5eAWCfyUhZtHHtBdNk56l1,System Of A Down,83
4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,81
26dSoYclwsYLMAKD3tpOr4,Britney Spears,83
2FXC3k01G6Gw61bmprjgqS,Hozier,81
3jOstUTkEu2JkjvRdBA5Gu,Weezer,78
0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,77
2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,80
3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo,75
3mIj9lX2MWuHmhNCA7LSCW,The 1975,81
5q8HGNo0BjLWaTAhRtbwxa,Brantley Gilbert,75
3RqBeV12Tt7A8xH3zBDDUF,Kelsea Ballerini,76
77AiFEVeAVj2ORpC85QVJs,Steve Aoki,83
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,82
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,88
3MHaV05u0io8fQbZ2XPtlC,Prince Royce,85
0fiWOxhsBsQQvFDtxUQWo0,Brett Young,76
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,84
3crnzLy8R4lVwaigKEOz7V,E-40,77
3Isy6kedDrgPYoTS1dazA9,Sean Paul,87
3qBKjEOanahMxlRojwCzhI,Zacari,77
3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,82
0NbfKEOTQCcwd6o7wSDOHI,The Game,80
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,87
4u5smJBskI6Adzv08PuiUP,Kiiara,82
4tX2TplrkIP4v05BNC903e,Tom Petty and the Heartbreakers,77
6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,80
4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,76
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,79
2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,84
1vSN1fsvrzpbttOYGsliDr,Tori Kelly,78
6KZDXtSj0SzGOV705nNeh3,Kid Ink,81
0ONHkAv9pCAFxb0zJwDNTy,Pusha T,79
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,83
0CEFCo8288kQU7mJi25s6E,Hollywood Undead,79
0EdvGhlC1FkGItLOWQzG4J,Sublime,76
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,78
6deZN1bslXzeGvOLaLMOIF,Nickelback,81
5nSGBmlgUdqWNExnOX8VtV,Rain Sounds,78
3PhoLpVuITZKcymswpck5b,Elton John,82
1Oa0bMld0A3u5OTYfMzp5h,Nate Dogg,81
2gBjLmx6zQnFGQJCAQpRgw,Nelly,80
74cb3MG0x0BOnYNW1uXYnM,Hillsong United,79
1G9G7WwrXka3Z1r7aIDjI7,OutKast,79
0eecdvMrqBftK0M1VKhaF4,CNCO,87
55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,83
5INjqkS1o8h1imAzPqGZBb,Tame Impala,80
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,84
1By9QBFnjZAoI83BZppHlt,Billy Currington,75
1CFCsEqKrCyvAFKOATQHiW,Lecrae,75
6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame,76
49bzE5vRBRIota4qeHtQM8,Skillet,79
5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,77
7e1ICztHM2Sc4JNLxeMXYl,dvsn,78
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,78
0ECwFtbIWEVNwjlrfc6xoL,Eagles,80
1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,83
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,85
2T1aUibqR2QC2sINIDQOAK,Mambo Kingz,87
26T4yOaOoFJvUvxR87Y9HO,Bethel Music,77
5fMUXHkw8R8eOP2RNVYEZX,Diplo,81
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,82
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,76
6T5tfhQCknKG4UnH90qGnz,DNCE,83
1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,76
0YWxKQj2Go9CGHCp77UOyy,Fabolous,76
3Fdm9TFJQCLmC3AWMuGExi,Ugly God,75
68kEuyFKyqrdQQLLsmiatm,Vince Staples,77
21451j1KhjAiaYKflxBjr1,Zion & Lennox,87
05fG473iIaoy82BF1aGhL8,Slipknot,81
3FUY2gzHeIiaesXtOAdB7A,Train,79
4Z8W4fKeB5YxbusRsdQVPb,Radiohead,82
70BYFdaZbEKbeauJ670ysI,Shinedown,77
3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,81
3iri9nBFs9e4wN7PLIetAw,gnash,78
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,84
1mfDfLsMxYcOOZkzBxvSVW,Cole Swindell,74
4RddZ3iHvSpGV4dvATac9X,Papa Roach,80
6nxWCVXbOlEVRexSbLsTer,Flume,80
4jogXSSvlyMkODGSZ2wc2P,Calibre 50,78
0NWbwDZY1VkRqFafuQm6wk,Mike WiLL Made-It,76
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,80
2IDLDx25HU1nQMKde4n61a,Rich Chigga,78
0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge,74
4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,77
1DvtabXAjfrMihPP6JQdHs,Shy Glizzy,75
51Blml2LZPmy7TTiAg47vQ,U2,84
2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,82
3Sz7ZnJQBIHsXLUSo0OQtM,Mac Demarco,78
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,76
4J13m9IZh03PEhoxAxRhXO,Gerardo Ortiz,79
19Fi1Rj7kk8kyiwxpXy3yM,August Alsina,76
0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,82
7gP3bB2nilZXLfPHJhMdvc,Foster The People,80
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,78
3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,78
3AQRLZ9PuTAozP28Skbq8V,The Script,84
0my6Pg4I28dVcZLSpAkqhv,El Fantasma,75
3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,84
6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,83
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,81
4NiJW4q9ichVqL1aUsgGAN,A Day To Remember,76
4HzKw8XcD0piJmDrrPRCYk,Majid Jordan,77
6GkJh85o22LfD2vgL9DP6f,Dirty Heads,74
3twuAojvYNrlWZpMkxLm3P,Daveed Diggs,75
3tVQdUvClmAT7URs9V3rsp,WizKid,82
0NIIxcxNHmOoyBx03SfTCD,Tinashe,78
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,82
00oL7zWxmWveTsKF7DnIRd,Kyle Dixon & Michael Stein,79
3gGUMEwIX6XodWsYEvKSal,YBN Nahmir,74
1v3tdpIdBSW14rHUfiEVOv,Lauren Alaina,74
46gyXjRIvN1NL1eCB8GBxo,All Time Low,77
1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,79
0n94vC3S9c3mb2HyNAOcjg,The Head and the Heart,75
5fyDppLDl1juIu1BcUT5zh,Digital Farm Animals,85
6s22t5Y3prQHyaHWUN1R1C,AJR,77
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,76
5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,73
3YCKuqpv9nCsIhJ2v8SMix,Elevation Worship,75
74eX4C98E4FCrAMl39qRsJ,Theory of a Deadman,76
4mxWe1mtYIYfP040G38yvS,Alan Jackson,75
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,79
0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.,74
0MeLMJJcouYXCymQSHPn8g,Sleeping At Last,78
0rvjqX7ttXeg3mTy8Xscbt,Journey,78
4sTQVOfp9vEMCemLw50sbu,Galantis,82
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,81
3XHO7cRUPCLOr6jwp8vsx5,alt-J,80
5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,81
33ScadVnbm2X8kkUqOkC6Z,Don Omar,83
20qISvAhX20dpIbOOzGK3q,Nas,77
7kFfY4UjNdNyaeUgLIEbIF,DeJ Loaf,75
4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,82
660YptcR0hNHJ8iEr1qcse,Anthony Ramos,75
3SgHzT552wy2W8pNLaLk24,Hillsong Worship,78
1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON,75
25uiPmTg16RbhZWAqwLBy5,Charli XCX,82
6G3sPhnj4JBCsBVBGvZnkk,Okieriete Onaodowan,74
2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,82
12vb80Km0Ew53ABfJOepVz,Nengo Flow,82
2wIVse2owClT7go1WT98tk,Missy Elliott,77
7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,78
1E2AEtxaFaJtH0lO7kgNKw,Russell Dickerson,73
6sLwRSXSUF5JTUnQaFenyj,Christopher Jackson,74
49tQo2QULno7gxHutgccqF,LANY,80
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,79
7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,74
4TMHGUX5WI7OOm53PqSDAT,Grateful Dead,73
6Wr3hh341P84m3EI8qdn9O,Rise Against,79
7mnBLXK823vNxN3UWB7Gfz,The Black Keys,78
1W3FSF1BLpY3hlVIgvenLz,The-Dream,75
3RNrq3jvMZxD9ZyoOZbQOD,Korn,78
1QRj3hoop9Mv5VvHQkwPEp,Olivia O'Brien,78
7iMvwE8qANp3aIfAGKEAwS,Cam’ron,75
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,80
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,78
3RtNN1VnooWEn3KQk03DUL,Noriel,82
4EzkuveR9pLvDVFNx6foYD,James Bay,81
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,81
13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,74
5iNrZmtVMtYev5M9yoWpEq,Seeb,84
2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,80
7gAppWoH7pcYmphCVTXkzs,The Vamps,82
1QDrz3DMMaz3TB1cm0PGDu,Justin Jesso,84
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,73
4obzFoKoKRHIphyHzJ35G3,Becky G,85
01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,75
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,77
6pBNfggcZZDCmb0p92OnGn,Chase Rice,73
